Title,Rating,Votes,Plot,Year,Budget,Opening_Weekend_US_Canada,Gross_US_Canada,Gross_Worldwide,ROI,plot_embedding,embedding_x,embedding_y,dominant_topic,topic_probability,topic_label,embedding_centroid_distance,embedding_complexity,similarity_to_top_ROI
Tenet,7.3,630000,"Armed with only the word ""Tenet,"" and fighting for the survival of the entire world, CIA operative, The Protagonist, journeys through a twilight world of international espionage on a global mission that unfolds beyond real time.",2020,205000000,9353090,58504105,365304105,1.0673571219512197,"[-6.44839779e-02 -2.71695293e-02 -4.81229015e-02 -4.35037650e-02
 -1.40072126e-02 -1.27091818e-02  1.04680635e-01 -4.29482991e-03
  7.91392848e-03  4.27587181e-02  8.68087485e-02  3.20169143e-02
  4.35660109e-02  7.21033737e-02 -7.55091533e-02 -2.80910805e-02
  3.11912298e-02  1.43281389e-02 -1.15651451e-02 -8.05088431e-02
 -3.93940061e-02  9.83815361e-03  9.48141888e-02  1.14887441e-03
 -1.06108906e-02 -6.57393876e-03  4.08874527e-02 -5.77748455e-02
 -9.58502963e-02 -2.85259634e-02 -1.52368685e-02  7.53231049e-02
 -3.92227881e-02  1.08274102e-01  9.33975168e-03  1.17392428e-02
  4.38066833e-02  1.31352106e-02  2.25095861e-02  1.61325354e-02
 -2.62090005e-03 -1.24739274e-01  3.14892456e-02  2.12015193e-02
  6.04110118e-03 -5.19032590e-02  3.18415426e-02 -8.46986473e-03
 -1.42352879e-02 -1.46992970e-02 -6.75408468e-02 -7.33258873e-02
 -1.04057275e-01  3.80450636e-02  3.95345017e-02 -3.57722230e-02
  6.87945113e-02  2.48726662e-02  8.57289787e-03 -6.98710233e-02
 -1.58820953e-02 -2.39501353e-02  4.02198825e-03  8.81154388e-02
  7.98990112e-03  5.02752848e-02 -5.65987714e-02  4.84639108e-02
 -2.42546350e-02 -4.45632115e-02 -1.02513814e-02 -3.24523933e-02
 -5.70806190e-02 -6.32649139e-02 -3.36694755e-02  2.91207619e-02
  7.88871348e-02 -3.70945223e-02  2.82332823e-02 -4.07533832e-02
  1.13891654e-01  2.52099801e-02 -1.17715495e-02  4.55470644e-02
 -3.91441630e-03 -4.72942144e-02 -2.00050175e-02  1.48290945e-02
  9.04900208e-02 -7.13779544e-03 -1.03286020e-01 -1.58618037e-02
  4.16354239e-02  3.36852334e-02 -2.27838419e-02 -4.86197211e-02
 -7.41619756e-03  1.38659328e-02 -1.39002457e-01  2.96546426e-02
  3.33733559e-02 -5.63409217e-02  1.13427304e-02 -2.19962504e-02
 -1.29825762e-02  2.13386249e-02  9.03177857e-02 -4.62643318e-02
  9.67503292e-04 -8.04039687e-02 -5.29588088e-02 -2.12817080e-02
 -3.49881873e-02 -3.78405116e-02  1.11725673e-01 -4.82790219e-03
 -5.01209033e-05  1.34218827e-01  2.19994429e-02  6.90888017e-02
  4.27777916e-02  2.03120001e-02 -9.21516493e-02 -1.00343907e-02
 -6.04114495e-02  8.62674639e-02  8.83660764e-02 -1.67155389e-33
 -4.30551767e-02  2.99835503e-02 -8.01480263e-02  6.81048930e-02
  4.56626751e-02  1.76576190e-02  7.85288587e-03  6.94215111e-03
 -9.09033939e-02  6.04251660e-02 -1.69228402e-03  2.64916383e-02
 -6.39601201e-02  6.70873821e-02  7.54033122e-03  1.43773220e-02
 -2.12248564e-02  8.32341835e-02  6.34581447e-02  7.51032215e-03
  1.17088188e-04  6.61793202e-02 -6.27931058e-02 -1.02450475e-01
  9.47389901e-02 -2.16093566e-02 -4.53166030e-02  3.91673185e-02
  1.99942254e-02  1.72105096e-02 -1.94872934e-02  1.41665041e-01
  1.32218897e-02 -3.16164158e-02  3.07823494e-02  3.47524621e-02
  9.54383705e-03 -4.14766222e-02  4.47551832e-02  2.83071175e-02
 -7.15539455e-02  2.14232448e-02 -2.27896869e-02 -3.43104713e-02
  6.75702468e-02 -1.92182418e-02  4.28836867e-02  3.72533612e-02
  6.98476704e-03  2.23109163e-02 -3.73525582e-02  1.20858839e-02
 -8.88618082e-02 -6.00209422e-02  1.77299026e-02  1.14042750e-02
  7.77013879e-03  4.11438681e-02  3.01397145e-02 -3.35587451e-04
  2.37032045e-02 -4.22649905e-02 -1.55915925e-02  4.17003334e-02
  6.72074854e-02 -3.61876786e-02 -4.07947078e-02  9.20613389e-03
 -1.07800178e-02  1.08642966e-01 -6.55765980e-02 -8.31880886e-03
  9.09712762e-02 -1.70009937e-02 -1.25493540e-03 -3.38597293e-03
  6.12934120e-02 -3.44049893e-02 -5.22554070e-02 -8.16065446e-03
 -4.25768942e-02  1.34121382e-03  5.55261560e-02  2.55595520e-02
  3.07893474e-02  4.01711613e-02  2.76465807e-02 -8.44818801e-02
  1.35904867e-02  1.06754964e-02 -8.82948264e-02 -6.68580905e-02
 -2.89620962e-02 -4.21270058e-02 -7.00750798e-02  8.38766280e-34
  5.90996165e-03 -6.47567064e-02 -8.96088257e-02 -9.53778438e-03
  5.62719442e-02 -3.73698995e-02 -8.44000727e-02 -2.48307008e-02
 -5.68247437e-02  4.68353070e-02 -3.99247855e-02 -7.67729431e-02
  5.14682420e-02 -6.53982237e-02  4.35365550e-02 -4.12841849e-02
  4.85570058e-02 -2.31018625e-02  1.90609749e-02  7.52541348e-02
  9.20637324e-02 -5.57772368e-02 -5.58949150e-02 -7.84892812e-02
  8.74015540e-02  4.19254936e-02  5.24279810e-02  8.91664624e-02
 -3.74917351e-02  2.21562516e-02 -1.43807791e-02 -1.92836691e-02
 -2.06643948e-03 -1.10447425e-02 -7.99541548e-02  1.31946251e-01
  2.77187526e-02 -3.28614563e-02 -2.61895508e-02 -2.89445072e-02
  2.75042709e-02 -5.81171326e-02 -1.86083652e-02  3.69810942e-03
 -1.06744252e-01  3.27600315e-02 -4.93082628e-02  5.73644862e-02
 -8.74951109e-02 -6.41079480e-03  3.12266834e-02  3.96304056e-02
 -1.28219612e-02 -1.52829112e-02 -3.31370234e-02  4.02614698e-02
 -1.02709234e-01 -4.73092683e-02  2.00292859e-02 -2.59598233e-02
  7.61769339e-03  2.58503407e-02  1.98533628e-02 -2.25671893e-03
  2.71462463e-03 -2.74301525e-02 -3.66077386e-02  9.61712077e-02
 -6.37712628e-02  2.98185647e-03  7.91621134e-02 -7.04899281e-02
 -7.62345791e-02 -5.16510233e-02 -1.13743274e-02  4.18773405e-02
 -6.98692426e-02 -7.10200192e-03 -3.71231437e-02  5.38202934e-02
  3.05452645e-02 -6.37385994e-02 -5.43365180e-02  6.58930019e-02
  3.10260542e-02  9.34679657e-02  1.54604753e-02  9.32208896e-02
  4.88224030e-02  6.03339449e-03 -1.31315272e-02 -3.94762270e-02
 -2.61293482e-02  8.10750853e-03  2.39330586e-02 -3.06524583e-08
 -1.00930659e-02  2.83349492e-02 -2.24461369e-02 -3.11898766e-03
 -3.06824446e-02 -5.85550517e-02 -1.28409779e-02 -3.26211154e-02
 -1.86748733e-03  9.87171009e-02  1.91631410e-02 -1.16217844e-01
  4.06104475e-02  5.48539571e-02  3.49742621e-02  1.85630794e-04
  6.82479441e-02 -5.66114560e-02  1.02308206e-03  3.84340025e-02
  1.44229382e-02  5.89469820e-02  4.68092896e-02 -8.34752098e-02
 -3.23628634e-02  9.26054716e-02 -2.15367079e-02 -4.54787277e-02
  2.74687409e-02  1.06626898e-01 -2.09216028e-02  3.20755281e-02
 -4.84410450e-02 -5.64687736e-02 -6.17171153e-02  5.00527024e-02
  3.36825959e-02 -1.96544882e-02  1.23851513e-03 -3.88397016e-02
 -3.12977657e-02  2.75173485e-02  6.54955357e-02  5.90755343e-02
 -6.84709847e-02 -8.50986131e-03  3.43379453e-02 -7.95003027e-02
  4.13230136e-02 -1.93927402e-03  2.71724444e-02  8.89489986e-03
 -2.15325970e-02  8.93525127e-03  2.68702339e-02  6.90495819e-02
  6.80449903e-02  7.33374059e-02 -7.62055218e-02  6.63774088e-02
 -1.29426678e-03 -4.12485525e-02 -6.04154766e-02 -7.70309865e-02]",-0.1557454,0.21106488,3,0.96019745,Sci-Fi/Fantasy,0.863016,0.002604165,0.15238273
Soul,8,408000,"Joe is a middle-school band teacher whose life hasn't quite gone the way he expected. His true passion is jazz. But when he travels to another realm to help someone find their passion, he soon discovers what it means to have soul.",2020,79617542.01623377,431840,946154,121977511,0.5439269021258687,"[ 2.44364012e-02  2.35814378e-02 -6.19901791e-02 -1.23070115e-02
 -1.04749948e-02  7.43596107e-02  1.04446590e-01 -1.47918118e-02
  5.71399145e-02 -6.34439662e-03 -9.76896007e-03 -6.03474444e-03
 -2.96896975e-03 -1.58599708e-02  5.06622978e-02  5.63304201e-02
  3.30983065e-02 -2.24801246e-03 -1.01790085e-01  5.51600149e-03
 -7.98039362e-02  8.37716274e-03 -5.86199500e-02  4.55168448e-02
 -2.68191053e-03  6.31488785e-02  8.01925585e-02 -2.25998648e-02
 -1.52111985e-02 -1.01023819e-02 -3.45048271e-02  9.00009349e-02
 -2.22213808e-02  2.21336428e-02 -1.52189815e-02  7.18836337e-02
 -4.33173357e-03  9.19691846e-02  7.62215853e-02  2.61518955e-02
 -3.33689712e-02 -5.46459667e-02 -2.76552439e-02 -1.47654619e-02
 -3.00828051e-02 -5.96581325e-02  2.26243045e-02 -1.16965070e-01
  6.11108057e-02 -2.00738385e-02 -4.98168692e-02 -9.75977555e-02
  3.62689979e-03  3.93686444e-02 -2.77022403e-02  7.05394074e-02
 -3.90633307e-02  1.01134770e-01  1.54694747e-02  1.54851028e-03
 -4.14456427e-02 -3.16851772e-02 -2.47023720e-02  1.71945915e-02
  1.29129300e-02 -5.84926717e-02 -2.88465936e-02 -2.30740029e-02
 -4.47083414e-02 -5.14469482e-02  2.37919260e-02 -2.26298049e-02
  1.55599238e-02 -5.02724387e-02  3.74695174e-02 -2.93459743e-02
  7.91327190e-03  3.38300802e-02  7.13814870e-02 -3.85872200e-02
  4.93022092e-02 -5.83014404e-03  8.01960193e-03 -8.74396637e-02
 -4.64500971e-02  7.54689947e-02 -2.37733461e-02  1.84251536e-02
 -3.39886248e-02  7.08903670e-02 -1.03665680e-01 -1.24074575e-02
  2.22330522e-02 -1.59433261e-02 -4.42310758e-02  7.79068423e-03
 -2.33136141e-03  6.23876490e-02 -6.92640692e-02  7.69803226e-02
  5.54382987e-02  6.03394285e-02  6.59923851e-02 -1.08422209e-02
  4.76491563e-02 -4.69495691e-02  1.59397779e-03  1.18513122e-01
  1.76035706e-02 -2.54085641e-02  3.66145670e-02 -6.21613003e-02
 -1.48674035e-02 -9.89021454e-03  7.92033672e-02 -1.08421613e-02
  3.86390463e-02  2.95377430e-02 -3.66703346e-02 -1.11920564e-02
  6.18462488e-02  1.64918154e-02  1.00926924e-02  3.22743366e-03
 -1.01746202e-01 -2.97025014e-02 -4.07978185e-02  5.66320668e-34
  9.94634628e-02 -7.28449877e-03  7.65404999e-02  4.77965772e-02
 -1.78926270e-02 -6.66232896e-04 -3.58336270e-02  3.50593217e-02
 -1.88605264e-02 -6.50055800e-03 -4.47926670e-02  2.89335959e-02
 -9.68233868e-03  2.36855932e-02 -4.99800108e-02  9.72643495e-02
 -9.09867212e-02 -1.04372442e-01  3.57311368e-02 -3.01172584e-02
 -5.22900820e-02  7.56507856e-04 -4.04860452e-02  9.14665172e-04
 -3.72521020e-02  1.16851060e-02  1.38535956e-02 -9.47276652e-02
 -4.05043922e-02 -4.09664121e-03 -4.04834151e-02  9.56187770e-02
 -4.40977048e-03  4.21891063e-02  4.43277508e-02  6.20304607e-03
 -1.17549477e-02  4.24295329e-02 -2.15979083e-03 -2.97919586e-02
  2.39587948e-02 -3.43769826e-02 -9.93392915e-02  1.17584253e-02
 -3.09214946e-02  3.92037369e-02  6.28909320e-02  9.30796191e-03
  1.77417137e-02  5.05801775e-02 -3.94186378e-02  2.22340021e-02
  1.66101307e-02  4.38949801e-02  4.38477360e-02 -6.88535571e-02
  5.97426221e-02  1.22893214e-01 -3.06143612e-02 -6.72928710e-03
 -4.59816158e-02 -9.12042707e-03  4.76780310e-02  8.45478848e-02
  1.63421761e-02 -2.84954477e-02 -1.18962742e-01 -3.95136923e-02
 -1.97278224e-02 -3.85709330e-02  2.36292556e-02 -3.71480025e-02
  2.33898312e-02 -3.67188528e-02 -2.54150908e-02 -9.72751454e-02
 -3.00808325e-02 -7.05616251e-02  1.58394370e-02 -1.31626856e-02
  1.30825564e-02 -7.11660385e-02  7.25931861e-03 -8.93819612e-03
 -9.22367275e-02  1.84498597e-02  7.36411735e-02 -1.39454514e-01
 -6.43285438e-02 -4.39743474e-02 -5.03070839e-02  3.74147147e-02
  2.64681391e-02  4.07009060e-03 -5.29364869e-03 -2.43488520e-33
  9.37134847e-02 -2.40364904e-03  1.51662733e-02  6.42214902e-03
  1.03445545e-01 -4.54411469e-02 -3.64746787e-02 -1.80985332e-02
  1.78703293e-02 -1.14518323e-03 -2.85337605e-02  2.94862781e-03
  6.73529953e-02  8.14685598e-02 -2.49694493e-02 -4.66892757e-02
 -4.42209207e-02 -4.91953529e-02 -2.04542130e-02 -7.09298858e-03
 -1.78164393e-02 -5.95645700e-03 -5.38545027e-02 -3.07031590e-02
 -7.25469589e-02 -2.18142867e-02  7.69459177e-04  4.11266610e-02
 -3.95719633e-02  8.29273537e-02  4.80569787e-02  1.93207078e-02
  1.06559088e-02 -4.73686792e-02 -4.34376039e-02  8.73761028e-02
 -1.75044462e-02  2.30979323e-02 -7.14520290e-02  2.97155585e-02
 -6.26085624e-02 -1.04994506e-01  4.61490592e-03 -6.73336443e-03
 -1.19652646e-02  2.47292593e-02  4.04726490e-02  7.53849521e-02
 -9.08817127e-02  9.17953346e-03  3.87924314e-02  4.62427363e-03
 -9.17290803e-03  4.93613407e-02  1.44315567e-02  4.72407378e-02
 -2.14901343e-02  2.33976692e-02 -1.33533506e-02 -2.73369513e-02
  1.41111650e-02 -4.80583087e-02 -5.78969344e-03  9.62917283e-02
  7.77210714e-03  4.07894365e-02  8.30757469e-02  1.39497658e-02
 -1.00930333e-01  4.84461933e-02  3.31083126e-02 -4.59981598e-02
 -1.33025972e-02  1.14395479e-02 -1.76576525e-02 -4.55866344e-02
  1.38086323e-02 -4.26743850e-02  2.24138587e-03  2.32201628e-02
 -1.12106865e-02 -1.11828215e-01 -8.54738057e-03  3.67681682e-02
 -3.02615818e-02 -1.31350104e-02 -8.26617237e-03 -2.50026528e-02
 -6.95040971e-02  8.01878199e-02 -1.49222370e-02  8.30354691e-02
 -2.98014376e-02 -4.62179706e-02  5.05062118e-02 -3.67749315e-08
  2.49979906e-02 -8.90478268e-02 -1.02099888e-01 -3.37819122e-02
  7.46625140e-02  2.01109722e-02  4.52717654e-02 -5.44858128e-02
 -6.29308168e-03  1.17333561e-01 -7.06112310e-02 -1.10930149e-02
  4.32691984e-02  4.64749523e-02  6.79045245e-02 -2.31602564e-02
  7.14881644e-02  5.60994167e-03 -1.27838794e-02  2.37940829e-02
  2.73006205e-02 -2.67703980e-02  1.30923390e-01 -1.28918201e-01
  2.08523683e-03 -3.66774239e-02  1.90851763e-02  3.59467901e-02
 -5.15910164e-02  1.25411406e-01  7.93006620e-04  1.02974623e-01
  3.74046899e-02 -7.71082863e-02 -2.03960519e-02 -4.49860319e-02
  1.40000544e-02 -3.71014513e-02 -8.07884261e-02 -1.04539618e-02
 -3.38073410e-02  4.28349823e-02 -3.86338010e-02 -6.45698979e-03
  1.66621748e-02 -7.91779160e-02  1.11959234e-01  4.46038842e-02
  1.65731329e-02  1.40230916e-02 -1.73509084e-02  4.67156433e-02
  2.28029005e-02 -3.97252925e-02  6.34447634e-02 -3.75588262e-03
 -9.60510597e-02  1.34514421e-01  9.57119744e-03 -9.25917993e-04
 -8.64056647e-02  3.75511833e-02 -3.15659754e-02 -1.65009990e-01]",-0.03712433,-0.0724045,5,0.9651795,Romance/Drama,0.93622214,0.002603331,0.20180999
A Quiet Place Part II,7.2,304000,"Following the events at home, the Abbott family now face the terrors of the outside world. Forced to venture into the unknown, they realize the creatures that hunt by sound are not the only threats lurking beyond the sand path.",2020,61000000,47547231,160072261,297372261,6.499090524590164,"[ 5.20012975e-02 -5.49685629e-03 -1.74100865e-02  1.25143072e-02
  8.83290842e-02  8.48030448e-02  1.66538134e-02 -7.90692046e-02
 -3.44824754e-02 -8.69674608e-03  1.88143589e-02 -5.97440265e-02
  3.54087874e-02 -1.54292025e-02 -1.19415224e-02  1.65192764e-02
  1.31954513e-02 -4.97041084e-02 -2.00773608e-02  1.82309560e-03
 -3.36704068e-02  1.23660639e-01  5.69478385e-02  3.84669863e-02
 -2.26120856e-02  8.00485462e-02  4.50309776e-02 -1.96794905e-02
  1.00782542e-02 -4.04776111e-02  8.25764984e-02 -3.11201951e-03
  8.03814307e-02 -4.10832837e-02  5.10580651e-02  1.90067757e-02
  2.05400903e-02  2.84055015e-03  1.43473521e-01 -3.91629376e-02
  4.92621679e-03  5.21592237e-02  8.34341273e-02  2.89119245e-03
 -1.63766161e-01 -8.03894177e-02 -1.74336527e-02 -6.79058731e-02
  5.12069166e-02 -5.93033843e-02 -2.00950708e-02 -5.17776310e-02
  3.74712348e-02 -1.35283368e-02  5.03762513e-02 -2.35655084e-02
 -7.49360956e-03 -8.21130909e-03  3.05411052e-02 -4.31511737e-02
  7.26912320e-02  1.00518530e-02 -5.95752755e-03  3.93084213e-02
 -1.05895381e-02  1.78290531e-02 -4.75377403e-02  2.64555011e-02
  2.29766816e-02  3.18368226e-02 -7.26956427e-02  3.00640129e-02
  7.03000724e-02  6.17419044e-03 -8.63495190e-03 -4.22275290e-02
  4.95970063e-02  4.81947180e-04 -6.48755068e-03 -1.89953092e-02
 -1.34050800e-02 -6.89268634e-02  3.13599482e-02 -2.79691052e-02
  1.33276293e-02 -7.58911995e-03  5.22816591e-02 -3.07837687e-02
  3.26802544e-02  2.30253860e-02 -1.99910570e-02 -8.72023776e-02
  4.72549908e-02  5.52259907e-02  5.19960560e-02 -3.46366018e-02
 -2.50966605e-02  2.77875699e-02 -9.02781859e-02  8.31339136e-02
  7.46481493e-03 -9.47025325e-03 -4.47909757e-02  6.55051880e-03
  1.43995229e-02 -1.51685849e-02 -1.05207697e-01 -1.98661983e-02
 -3.75425145e-02  2.26102769e-02 -1.84069462e-02 -2.11174022e-02
  3.83083187e-02  1.64021142e-02  3.13314013e-02 -3.03872884e-03
 -1.08199017e-02 -2.03071274e-02 -4.65214401e-02 -5.84611259e-02
  1.06881991e-01  3.72152030e-02  1.62311140e-02  4.06839848e-02
  5.66348173e-02  1.81063879e-02 -6.38912767e-02 -5.74095278e-34
 -7.24008307e-03  1.00475922e-02 -4.11042310e-02 -6.10896423e-02
  5.78420162e-02 -6.97179511e-02 -1.09495789e-01 -3.50946039e-02
  3.31000052e-02  3.58954594e-02 -1.85677428e-02  4.36424352e-02
 -3.48350480e-02 -1.88505035e-02 -4.72806878e-02  3.71212959e-02
 -9.14578065e-02  3.26660946e-02  3.52644511e-02 -2.32845228e-02
 -1.00929029e-01  5.63396439e-02  4.42386605e-03  3.99974696e-02
  1.24610274e-03  4.14120443e-02  1.46939501e-01 -5.12362532e-02
 -4.77354182e-03  4.13820744e-02 -1.52389603e-02  4.01764922e-02
 -2.50413697e-02 -2.09249295e-02  1.20696025e-02  3.92385311e-02
  1.81509287e-03 -5.17381467e-02 -2.96229478e-02 -4.76094075e-02
  1.00380247e-02 -2.32702009e-02  2.05872878e-02  4.70222235e-02
  3.00159194e-02 -4.43660934e-03 -2.10974254e-02  1.70241743e-02
 -6.89922646e-02  7.78665990e-02  4.04127315e-02 -1.21728014e-02
 -1.64997969e-02  6.10494912e-02  3.43074538e-02 -2.77334508e-02
 -4.19148058e-02 -7.77101098e-03  8.16581119e-03 -5.71454465e-02
  5.61039411e-02 -8.88801441e-02  6.63943514e-02  4.20747213e-02
  3.68649364e-02 -1.83895435e-02 -1.40785128e-02 -3.04401312e-02
  2.15622801e-02  2.61545386e-02 -3.41954678e-02 -1.93368774e-02
 -3.86519954e-02 -5.95090389e-02 -8.43382776e-02 -1.11530535e-02
  1.06218839e-02 -3.29519473e-02  3.70022538e-03  2.49183876e-03
 -3.92892808e-02  4.41080518e-02  6.65250123e-02  5.09468839e-02
 -2.18520574e-02 -1.28779477e-02  3.08865160e-02 -8.14717263e-02
 -3.83305438e-02  7.76773617e-02 -8.50659013e-02 -2.60452498e-02
  6.19004518e-02  3.76319466e-03 -8.00265893e-02 -6.00274961e-34
 -1.93893276e-02 -1.01957647e-02 -3.71191837e-02 -2.68279407e-02
 -8.55318159e-02 -3.86406854e-02  6.78873807e-02  1.12170018e-02
  3.19830589e-02  3.12561393e-02 -1.02820173e-01  8.28052163e-02
  5.02413325e-02  2.00242363e-02  4.67853136e-02 -1.00468025e-01
  1.10964932e-01 -1.35819120e-02  1.65598989e-02 -6.97260574e-02
 -1.06204255e-02  5.31234033e-03 -4.71411794e-02 -6.18336089e-02
 -1.68825332e-02  8.60017240e-02  3.61439399e-02  4.47051786e-02
 -9.21944976e-02 -9.82445925e-02  6.93809334e-03  8.64587054e-02
 -8.66232626e-03 -1.68156326e-02 -3.14110294e-02  1.40608937e-01
 -4.79898462e-03 -1.72040369e-02 -1.10471524e-01 -5.49273156e-02
  2.31336476e-03 -5.93837991e-04 -4.79421020e-02 -2.42554527e-02
 -1.06307052e-01  3.31521183e-02 -2.84838025e-02  8.59742165e-02
 -1.78305637e-02  2.39498802e-02 -5.19534526e-03  8.11970308e-02
  6.62460476e-02 -1.90738756e-02 -4.55207005e-02 -2.06369236e-02
  1.33829666e-02 -5.10059185e-02 -2.08775084e-02  8.45181346e-02
 -4.24994230e-02  9.01615098e-02 -5.40022291e-02  5.73575906e-02
  1.48660587e-02  4.94220853e-02 -1.82600051e-01 -1.32145584e-02
  1.01823546e-01  4.88834530e-02  1.94413234e-02 -5.09046428e-02
 -7.29125813e-02  6.64266665e-03  1.96437705e-02  1.01198465e-01
 -8.68726298e-02 -6.41338155e-02 -3.64533402e-02  4.54461575e-02
 -3.84363346e-02 -2.51332056e-02 -1.19443443e-02  6.71254471e-02
 -2.13157814e-02 -9.56164033e-04  1.97421890e-02  4.87012882e-03
  2.41889618e-02  5.18427864e-02  1.84660368e-02 -5.91311716e-02
 -2.20074994e-03 -4.78335135e-02 -2.38821120e-03 -3.60028949e-08
 -3.81023251e-02  1.42990034e-02  5.17027229e-02 -5.53344600e-02
  2.27288157e-02  4.55045626e-02  6.52320012e-02  4.29184688e-03
 -5.02790995e-02  9.89494994e-02  2.09522378e-02 -8.04703310e-02
  6.87505901e-02  1.16806336e-01  6.38432801e-03  2.60443818e-02
  7.69672403e-03 -6.95002750e-02 -1.14037365e-01 -1.19179748e-01
 -1.24481376e-02 -9.81871784e-03  1.58873852e-02  4.70008142e-02
 -7.20212683e-02 -4.59678955e-02 -1.97014771e-02 -2.38630846e-02
  3.52154337e-02  1.52945042e-01 -1.90876462e-02  3.19446698e-02
 -6.26571923e-02  3.97439450e-02 -5.21748587e-02  7.43693532e-03
  2.24368018e-03  2.91419332e-03  3.94038297e-02  3.54164466e-02
 -7.11204261e-02  3.87140294e-03 -2.44088727e-03  5.91414096e-03
 -3.61294262e-02 -3.88757549e-02  3.18842456e-02  5.27215339e-02
  2.08615549e-02  5.71183413e-02 -1.98389916e-03  5.06224893e-02
 -7.39570037e-02  3.72809619e-02  3.96770947e-02 -2.12000348e-02
 -3.53594050e-02  3.18613797e-02 -6.24038763e-02  7.87293762e-02
 -1.94360744e-02 -9.90322381e-02  2.07712073e-02  2.04843562e-02]",-0.03459066,0.018396012,4,0.9618863,Horror,0.89115685,0.002604154,0.22631942
